36.00	19.58
78.00	43.36
35.00	33.85
9.00	22.84
49.00	58.76
97.00	69.06
16.00	12.28
49.00	55.98
105.00	20.19
140.00	76.80
30.00	36.56
59.00	50.46
49.00	47.42
115.00	69.49
49.00	15.74
16.00	39.93
49.00	61.15
35.00	73.77
55.00	39.54
73.00	37.94
52.00	44.58
35.00	41.44
2.00	0.00
49.00	40.61
6.00	7.75
53.00	56.66
4.00	24.33
32.00	14.18
31.00	21.59
66.00	49.71
1.00	36.58
7.00	22.77
2.00	8.59
18.00	21.18
13.00	6.44
9.00	0.00
90.00	53.28
31.00	30.94
4.00	0.00
34.00	30.69
31.00	28.53
122.00	70.85
140.00	79.20
4.00	22.21
23.00	53.32
40.00	43.50
4.00	9.55
129.00	32.24
105.00	31.89
43.00	25.50
18.00	24.99
53.00	42.24
105.00	15.22
41.00	52.14
129.00	58.46
8.00	25.22
108.00	68.58
31.00	20.94
47.00	58.53
31.00	32.28
35.00	23.76
26.00	31.70
35.00	44.66
15.00	39.70
84.00	53.43
115.00	58.97
32.00	37.02
27.00	33.42
7.00	4.60
13.00	9.11
4.00	3.13
95.00	52.64
62.00	45.22
2.00	0.00
97.00	17.43
56.00	32.68
32.00	13.57
86.00	65.34
129.00	69.98
129.00	68.66
17.00	23.98
67.00	50.23
129.00	58.90
69.00	74.40
9.00	50.78
129.00	55.90
31.00	26.79
121.00	61.92
129.00	61.11
49.00	35.19
6.00	29.25
10.00	13.04
2.00	0.00
16.00	3.55
18.00	51.68
17.00	31.61
26.00	66.15
6.00	9.21
76.00	62.59
6.00	0.46
49.00	41.17
30.00	79.49
14.00	31.10
30.00	52.40
15.00	0.35
52.00	28.69
8.00	26.74
8.00	11.90
13.00	24.65
80.00	64.65
6.00	27.57
47.00	34.59
3.00	9.95
18.00	23.84
30.00	58.63
17.00	6.66
41.00	26.96
31.00	23.78
13.00	31.08
113.00	86.78
32.00	30.90
55.00	47.43
10.00	16.44
10.00	12.19
99.00	62.91
14.00	22.01
13.00	29.87
7.00	15.03
10.00	49.88
20.00	5.04
27.00	47.58
118.00	62.87
11.00	18.54
6.00	14.07
15.00	18.65
118.00	91.13
17.00	22.80
15.00	13.64
13.00	41.35
13.00	30.11
13.00	45.50
28.00	19.35
49.00	50.64
69.00	52.86
93.00	3.56
31.00	44.51
105.00	32.03
120.00	59.70
87.00	46.26
80.00	66.50
31.00	24.57
49.00	52.46
28.00	22.77
2.00	8.88
30.00	67.33
56.00	49.45
40.00	35.72
19.00	34.52
31.00	33.37
49.00	47.81
11.00	27.98
42.00	46.01
8.00	21.80
4.00	0.00
11.00	18.17
4.00	7.44
6.00	3.26
107.00	68.80
7.00	3.49
9.00	42.34
17.00	18.50
34.00	18.36
41.00	45.96
13.00	23.61
9.00	60.17
105.00	31.87
19.00	25.92
113.00	62.56
4.00	10.65
13.00	9.52
4.00	0.00
3.00	0.00
31.00	5.85
30.00	51.16
99.00	67.39
31.00	37.54
1.00	0.00
30.00	65.41
140.00	43.15
105.00	38.80
37.00	26.30
37.00	62.44
9.00	24.88
10.00	43.28
52.00	13.80
140.00	35.50
49.00	51.07
107.00	55.77
26.00	31.78
34.00	34.00
13.00	2.58
43.00	52.85
83.00	90.10
48.00	28.97
3.00	56.73
58.00	62.05
50.00	69.74
34.00	27.70
13.00	32.89
60.00	48.76
13.00	27.89
13.00	10.83
45.00	46.06
7.00	18.24
69.00	26.19
28.00	17.77
105.00	19.34
3.00	0.00
29.00	26.03
59.00	41.61
71.00	35.44
15.00	24.98
30.00	51.77
49.00	71.82
93.00	61.19
49.00	32.17
31.00	19.75
7.00	11.67
26.00	60.28
45.00	76.85
140.00	53.86
6.00	24.31
36.00	34.79
122.00	56.15
105.00	52.15
30.00	48.96
16.00	29.93
105.00	11.79
30.00	38.17
3.00	22.99
5.00	8.91
2.00	31.96
11.00	11.64
76.00	85.99
39.00	45.12
5.00	9.94
49.00	44.46
91.00	43.76
47.00	20.10
56.00	49.43
9.00	5.48
49.00	46.77
38.00	24.60
10.00	4.78
49.00	77.48
140.00	44.38
10.00	2.96
47.00	35.21
3.00	42.03
71.00	50.72
53.00	33.27
35.00	33.18
37.00	23.42
6.00	26.27
11.00	14.90
15.00	25.09
28.00	17.12
10.00	16.71
27.00	38.44
11.00	10.05
32.00	14.09
6.00	8.71
53.00	41.90
76.00	57.61
42.00	75.32
16.00	19.89
140.00	46.72
35.00	34.69
11.00	8.58
9.00	20.21
38.00	38.84
7.00	7.38
49.00	34.00
2.00	2.83
5.00	6.30
42.00	63.95
6.00	18.31
6.00	5.38
41.00	19.25
6.00	6.34
72.00	66.17
31.00	33.68
1.00	12.27
1.00	16.54
28.00	34.56
32.00	46.33
31.00	42.74
50.00	23.20
71.00	60.24
31.00	31.17
11.00	16.57
49.00	30.16
64.00	30.81
38.00	41.82
4.00	0.00
30.00	18.58
7.00	25.85
11.00	19.85
4.00	22.78
44.00	29.09
34.00	22.85
26.00	36.51
10.00	23.58
10.00	15.74
10.00	5.23
10.00	12.58
39.00	28.72
3.00	22.89
4.00	19.25
60.00	62.49
15.00	0.18
27.00	19.26
3.00	3.66
6.00	16.40
31.00	41.68
31.00	25.57
10.00	1.98
4.00	3.74
140.00	114.55
36.00	38.13
17.00	15.35
34.00	41.92
16.00	33.64
13.00	8.53
35.00	25.64
6.00	27.34
7.00	5.79
13.00	20.25
114.00	63.96
13.00	8.08
42.00	26.54
32.00	29.09
36.00	31.28
10.00	23.64
8.00	4.14
65.00	63.13
35.00	41.75
13.00	45.18
31.00	29.41
9.00	5.50
1.00	14.10
35.00	29.37
11.00	0.00
69.00	77.06
16.00	33.13
140.00	48.79
15.00	29.73
15.00	28.00
10.00	30.61
2.00	0.00
15.00	0.00
49.00	32.64
49.00	40.71
49.00	50.53
49.00	34.56
49.00	37.41
34.00	51.24
83.00	78.66
14.00	21.93
14.00	5.13
20.00	17.36
86.00	63.05
49.00	17.70
105.00	22.03
42.00	48.85
13.00	11.73
31.00	54.27
14.00	0.13
17.00	23.65
49.00	31.63
105.00	40.65
6.00	7.49
17.00	21.75
13.00	15.61
13.00	20.63
76.00	55.14
105.00	43.21
140.00	22.06
28.00	19.89
24.00	35.47
6.00	0.26
8.00	20.40
49.00	57.58
49.00	34.19
3.00	33.47
9.00	17.87
90.00	89.75
38.00	38.99
7.00	10.40
50.00	52.20
3.00	3.66
74.00	74.35
13.00	15.91
24.00	28.73
32.00	27.36
114.00	87.45
8.00	15.05
45.00	23.36
5.00	5.71
140.00	42.34
140.00	53.96
45.00	39.62
58.00	30.18
28.00	17.33
37.00	67.02
73.00	20.66
28.00	1.66
65.00	40.44
9.00	0.00
38.00	18.42
42.00	31.09
129.00	51.04
140.00	69.37
4.00	3.12
11.00	24.53
3.00	0.00
105.00	32.82
140.00	48.14
31.00	32.63
37.00	37.32
13.00	35.71
13.00	1.09
6.00	5.06
3.00	32.52
140.00	59.10
2.00	0.00
20.00	19.37
13.00	31.96
140.00	93.01
3.00	5.01
14.00	17.36
80.00	38.73
41.00	39.53
9.00	26.03
15.00	29.49
49.00	17.79
42.00	71.23
45.00	42.39
55.00	32.36
42.00	64.59
13.00	16.41
14.00	35.47
13.00	22.45
117.00	75.73
11.00	5.04
15.00	38.18
104.00	23.14
43.00	14.77
56.00	45.68
42.00	21.64
80.00	49.75
6.00	0.00
42.00	45.96
94.00	96.67
28.00	9.18
42.00	52.04
12.00	57.28
13.00	0.00
65.00	36.08
28.00	35.40
13.00	4.22
140.00	102.01
16.00	43.31
13.00	21.12
83.00	54.79
2.00	0.00
58.00	44.29
13.00	35.63
47.00	68.62
13.00	29.51
35.00	24.21
58.00	32.52
16.00	13.26
31.00	73.60
12.00	15.24
131.00	82.20
9.00	0.00
7.00	23.12
1.00	49.88
16.00	5.72
32.00	59.06
7.00	0.00
24.00	51.85
51.00	26.85
48.00	20.25
37.00	29.54
51.00	40.97
27.00	46.84
120.00	68.80
52.00	20.01
128.00	59.67
11.00	0.00
23.00	17.84
66.00	35.99
52.00	35.49
30.00	36.10
29.00	15.03
4.00	0.00
33.00	3.50
139.00	110.59
2.00	0.00
48.00	55.75
13.00	28.17
33.00	18.46
79.00	39.75
8.00	9.43
2.00	19.65
30.00	18.26
11.00	8.62
128.00	86.68
30.00	18.50
13.00	3.54
79.00	31.67
6.00	4.42
67.00	23.57
28.00	16.87
18.00	13.31
36.00	36.32
61.00	44.79
11.00	26.90
5.00	21.91
98.00	39.82
34.00	54.67
27.00	39.17
12.00	0.00
60.00	52.48
48.00	18.69
15.00	26.08
137.00	56.11
139.00	103.88
23.00	12.36
44.00	40.21
6.00	0.00
12.00	12.17
46.00	71.49
53.00	52.38
27.00	9.52
5.00	13.65
139.00	111.76
45.00	34.62
75.00	50.72
63.00	27.41
45.00	30.19
124.00	51.05
40.00	46.21
104.00	55.03
5.00	6.68
4.00	0.00
139.00	53.09
48.00	29.20
44.00	41.61
45.00	40.21
65.00	54.04
9.00	35.29
1.00	0.00
131.00	63.48
85.00	25.10
4.00	0.00
3.00	27.12
27.00	45.39
49.00	32.58
11.00	0.00
16.00	39.99
55.00	69.93
28.00	28.89
27.00	28.52
16.00	3.63
44.00	48.05
9.00	0.00
29.00	60.21
139.00	105.62
48.00	20.88
50.00	46.78
60.00	37.26
27.00	21.92
106.00	82.50
13.00	17.03
139.00	96.72
13.00	0.00
40.00	49.81
58.00	65.08
130.00	43.45
15.00	13.36
131.00	35.34
5.00	0.00
33.00	35.77
22.00	20.94
136.00	43.56
100.00	35.24
139.00	83.13
6.00	25.56
41.00	27.74
3.00	0.00
34.00	21.14
34.00	57.04
139.00	67.05
58.00	44.81
41.00	31.49
48.00	14.43
4.00	34.32
1.00	0.00
41.00	22.53
44.00	41.16
139.00	36.05
40.00	54.56
23.00	13.72
27.00	24.20
27.00	36.22
104.00	61.39
1.00	0.00
12.00	20.73
31.00	33.51
41.00	38.93
18.00	8.02
14.00	54.20
79.00	50.03
16.00	22.54
78.00	40.31
48.00	24.84
16.00	28.88
79.00	70.97
27.00	17.64
12.00	6.03
104.00	46.83
121.00	50.62
28.00	59.58
8.00	15.44
6.00	11.12
12.00	25.45
13.00	23.05
28.00	0.00
56.00	70.26
3.00	0.00
75.00	95.47
13.00	1.02
4.00	0.00
41.00	25.65
57.00	57.75
91.00	56.51
6.00	45.23
139.00	68.13
4.00	35.61
12.00	22.76
41.00	35.04
32.00	26.79
129.00	53.65
64.00	55.37
6.00	56.92
82.00	21.53
139.00	112.84
14.00	9.40
48.00	94.30
70.00	57.31
39.00	19.84
38.00	25.96
36.00	49.82
39.00	53.97
35.00	17.75
54.00	37.07
29.00	34.72
34.00	20.04
29.00	63.33
29.00	43.96
139.00	67.94
82.00	80.44
12.00	3.01
49.00	55.85
12.00	27.14
14.00	6.85
42.00	23.01
5.00	19.83
12.00	0.00
1.00	7.13
29.00	48.80
48.00	29.66
29.00	47.45
28.00	40.60
7.00	14.55
12.00	14.77
29.00	55.24
4.00	29.91
29.00	51.51
49.00	75.65
15.00	26.86
29.00	59.59
15.00	38.04
29.00	70.33
114.00	49.99
15.00	42.34
36.00	32.88
55.00	61.29
75.00	67.57
52.00	33.80
31.00	37.01
127.00	68.82
42.00	16.76
139.00	39.86
14.00	43.88
27.00	22.06
94.00	79.19
84.00	74.60
8.00	29.98
2.00	9.24
12.00	10.73
89.00	58.33
12.00	11.12
12.00	20.69
70.00	57.91
5.00	11.59
50.00	31.53
40.00	26.59
30.00	34.73
16.00	49.93
139.00	25.02
29.00	38.88
49.00	54.64
48.00	45.47
104.00	62.64
48.00	22.12
103.00	67.41
29.00	30.40
120.00	56.49
14.00	0.00
49.00	7.32
5.00	11.21
86.00	43.25
139.00	66.25
14.00	62.58
24.00	46.48
139.00	28.97
73.00	39.90
139.00	60.94
33.00	36.13
48.00	12.00
38.00	40.25
69.00	48.47
14.00	36.51
5.00	3.82
36.00	27.99
32.00	29.58
72.00	40.41
27.00	16.23
17.00	32.20
10.00	33.69
48.00	19.18
109.00	34.48
51.00	26.47
29.00	28.61
129.00	68.62
75.00	64.44
46.00	17.68
31.00	57.63
15.00	26.45
8.00	28.43
56.00	20.57
46.00	34.96
5.00	13.42
31.00	40.55
30.00	41.24
5.00	1.40
48.00	87.12
29.00	45.28
48.00	42.67
48.00	26.20
8.00	13.10
30.00	38.68
29.00	40.52
13.00	11.19
12.00	6.79
13.00	28.51
26.00	37.38
12.00	16.88
27.00	25.06
8.00	14.15
90.00	38.93
13.00	11.10
83.00	61.93
7.00	0.00
83.00	46.14
10.00	47.01
12.00	48.15
2.00	0.76
30.00	0.00
139.00	83.22
107.00	43.26
34.00	42.81
26.00	31.93
12.00	22.87
24.00	7.90
27.00	0.00
2.00	2.95
27.00	23.08
35.00	41.00
9.00	29.81
139.00	64.19
26.00	36.79
132.00	59.82
139.00	103.60
6.00	42.58
40.00	45.58
139.00	81.42
47.00	34.26
98.00	36.64
139.00	50.36
139.00	64.88
12.00	12.95
139.00	97.70
11.00	29.53
8.00	25.58
3.00	1.40
98.00	45.35
5.00	0.00
98.00	34.68
2.00	17.28
61.00	47.79
72.00	69.05
9.00	20.89
9.00	11.11
42.00	19.68
8.00	12.15
13.00	6.72
17.00	6.61
7.00	0.76
15.00	55.95
15.00	27.03
88.00	58.43
41.00	57.64
9.00	12.71
17.00	23.48
139.00	64.97
5.00	0.00
50.00	74.09
5.00	3.99
7.00	11.38
17.00	0.00
7.00	0.00
7.00	1.48
7.00	21.87
9.00	16.94
38.00	20.89
16.00	39.23
139.00	58.31
77.00	39.62
48.00	41.89
7.00	4.43
48.00	40.30
139.00	92.07
23.00	13.29
41.00	35.22
49.00	57.37
71.00	53.27
8.00	29.14
34.00	14.13
29.00	39.43
139.00	38.44
4.00	23.40
15.00	42.81
2.00	31.08
16.00	26.57
132.00	57.40
34.00	59.87
37.00	26.82
13.00	1.70
11.00	21.00
12.00	19.93
90.00	81.92
10.00	14.04
42.00	15.22
63.00	24.65
1.00	7.30
6.00	33.60
112.00	66.54
16.00	17.73
19.00	9.57
6.00	0.00
16.00	32.22
13.00	9.19
30.00	40.54
12.00	0.00
15.00	46.34
4.00	22.06
139.00	101.39
6.00	19.39
26.00	23.80
47.00	39.80
5.00	23.18
37.00	18.10
98.00	36.33
36.00	18.67
3.00	0.00
33.00	25.46
5.00	16.61
66.00	87.45
71.00	73.02
8.00	16.93
35.00	56.33
42.00	49.43
107.00	38.31
6.00	14.21
85.00	86.14
33.00	41.97
41.00	68.52
8.00	19.97
68.00	44.85
19.00	43.94
139.00	62.30
9.00	17.44
15.00	25.35
48.00	18.94
48.00	15.87
139.00	43.37
43.00	46.14
106.00	59.80
12.00	7.26
4.00	25.06
56.00	50.06
27.00	15.45
29.00	26.11
95.00	65.13
47.00	36.25
139.00	29.97
13.00	25.53
9.00	16.79
1.00	76.51
9.00	23.53
139.00	77.07
139.00	32.84
37.00	31.03
17.00	15.67
29.00	47.99
48.00	44.06
41.00	42.30
9.00	20.71
5.00	13.01
62.00	59.87
139.00	70.14
32.00	13.33
56.00	47.03
11.00	15.50
13.00	15.66
27.00	15.44
4.00	15.85
6.00	21.33
38.00	29.44
5.00	29.48
17.00	26.06
3.00	0.00
19.00	26.80
74.00	32.82
2.00	22.35
17.00	19.04
138.00	58.77
138.00	101.58
138.00	3.86
64.00	49.84
14.00	1.30
12.00	4.57
6.00	28.29
11.00	13.87
8.00	37.81
32.00	24.35
47.00	27.88
22.00	23.73
14.00	19.67
4.00	34.46
138.00	50.18
22.00	28.44
7.00	14.87
1.00	9.99
15.00	20.39
47.00	11.20
18.00	38.52
47.00	76.20
8.00	11.21
60.00	57.74
10.00	4.47
76.00	79.96
14.00	10.48
56.00	51.12
138.00	81.27
6.00	19.66
41.00	29.44
26.00	18.74
8.00	34.33
26.00	33.48
8.00	32.18
47.00	56.65
44.00	39.99
68.00	55.51
26.00	18.70
138.00	101.77
47.00	40.34
31.00	37.47
50.00	50.82
138.00	27.89
118.00	31.95
50.00	27.35
61.00	59.98
61.00	55.73
10.00	19.29
50.00	28.57
34.00	54.84
23.00	26.98
22.00	25.53
13.00	10.98
8.00	0.00
8.00	44.38
41.00	43.69
17.00	52.38
10.00	14.51
50.00	41.88
90.00	69.21
127.00	58.96
5.00	21.04
32.00	23.80
127.00	47.84
138.00	48.83
26.00	13.86
28.00	42.00
128.00	57.31
45.00	25.92
42.00	45.23
1.00	11.39
30.00	42.67
26.00	40.85
1.00	19.18
16.00	25.82
1.00	0.00
5.00	29.43
90.00	50.10
1.00	1.31
138.00	77.41
13.00	10.33
90.00	30.12
4.00	14.21
67.00	34.37
4.00	38.79
17.00	20.98
3.00	0.00
73.00	63.13
67.00	45.43
31.00	47.21
81.00	42.18
14.00	0.00
2.00	30.09
16.00	78.13
47.00	27.05
4.00	29.80
41.00	37.28
26.00	13.63
7.00	0.00
33.00	71.30
138.00	61.44
49.00	40.89
11.00	14.99
4.00	0.00
90.00	42.72
5.00	35.79
51.00	32.32
138.00	45.73
28.00	31.61
30.00	49.16
123.00	52.98
138.00	51.00
8.00	38.93
59.00	56.06
47.00	38.17
2.00	20.96
4.00	28.40
47.00	39.02
28.00	40.21
17.00	41.15
6.00	0.00
47.00	50.27
1.00	0.00
116.00	60.72
26.00	4.21
23.00	15.54
15.00	21.05
4.00	0.00
14.00	5.70
16.00	11.67
138.00	60.91
18.00	16.59
4.00	0.00
26.00	3.32
27.00	34.18
55.00	88.05
32.00	0.00
8.00	43.62
43.00	68.12
3.00	5.85
138.00	68.66
40.00	53.31
29.00	19.84
14.00	7.44
8.00	1.08
6.00	20.22
33.00	31.31
8.00	1.61
47.00	33.64
8.00	0.00
50.00	39.89
26.00	22.58
51.00	45.93
33.00	42.16
13.00	15.51
2.00	2.83
7.00	12.70
43.00	17.77
35.00	22.02
33.00	37.43
78.00	50.04
42.00	25.87
29.00	13.97
50.00	22.76
8.00	22.09
25.00	2.65
26.00	33.02
13.00	5.88
35.00	34.68
116.00	39.88
32.00	21.43
4.00	4.04
26.00	55.79
95.00	87.61
49.00	47.35
7.00	1.39
2.00	33.78
4.00	26.44
3.00	9.06
9.00	20.08
11.00	28.93
30.00	52.61
48.00	39.13
12.00	11.35
12.00	12.72
19.00	44.19
55.00	81.21
66.00	78.32
117.00	83.24
55.00	29.60
34.00	34.01
7.00	0.00
9.00	35.63
88.00	40.19
38.00	42.97
80.00	61.02
29.00	49.10
35.00	42.40
26.00	40.13
85.00	73.77
35.00	42.51
27.00	63.21
8.00	27.39
36.00	45.75
13.00	21.74
2.00	9.58
78.00	65.52
24.00	31.37
8.00	26.98
26.00	58.74
27.00	44.83
13.00	47.01
55.00	31.67
75.00	61.92
7.00	17.26
83.00	43.40
27.00	74.52
27.00	67.87
27.00	92.63
27.00	61.79
12.00	22.63
27.00	65.36
27.00	68.18
27.00	74.91
27.00	48.03
31.00	47.65
27.00	57.40
27.00	48.84
27.00	63.08
27.00	43.90
27.00	55.74
27.00	51.38
27.00	64.25
27.00	58.86
27.00	57.04
28.00	32.52
27.00	63.99
27.00	75.60
7.00	23.64
55.00	39.42
68.00	64.64
80.00	46.20
55.00	53.34
55.00	49.74
55.00	37.10
27.00	67.19
116.00	87.93
64.00	53.92
55.00	20.05
32.00	45.18
55.00	31.27
64.00	49.03
55.00	61.30
27.00	80.90
55.00	33.79
28.00	32.33
54.00	43.67
53.00	35.85
43.00	87.17
84.00	34.92
6.00	0.00
4.00	44.99
5.00	40.88
43.00	53.31
32.00	12.33
2.00	7.33
1.00	17.72
4.00	9.21
38.00	28.44
138.00	50.14
47.00	73.34
47.00	75.87
9.00	52.12
23.00	42.04
78.00	54.09
34.00	21.35
14.00	30.89
89.00	88.27
31.00	43.42
9.00	23.26
141.00	56.68
43.00	59.19
138.00	30.23
13.00	0.00
138.00	92.96
53.00	19.87
74.00	55.76
5.00	12.91
138.00	66.60
36.00	69.84
5.00	0.00
63.00	54.03
6.00	13.39
12.00	40.19
61.00	60.61
16.00	14.76
53.00	33.88
26.00	21.55
56.00	43.02
44.00	44.66
68.00	40.16
40.00	49.97
30.00	24.77
13.00	23.71
47.00	21.58
78.00	72.01
17.00	20.44
47.00	12.25
26.00	29.84
38.00	25.89
39.00	39.24
18.00	20.98
54.00	70.65
104.00	16.85
5.00	6.00
50.00	47.03
8.00	26.88
9.00	38.54
47.00	36.61
36.00	26.06
13.00	37.38
17.00	25.04
4.00	17.26
4.00	0.00
16.00	10.92
11.00	17.58
103.00	72.10
75.00	49.19
8.00	37.22
75.00	60.60
17.00	17.55
13.00	18.95
43.00	65.48
64.00	46.86
49.00	90.75
8.00	27.67
14.00	22.70
38.00	33.42
48.00	53.65
50.00	36.78
91.00	58.86
43.00	68.71
43.00	28.27
138.00	55.36
27.00	14.97
39.00	17.88
41.00	40.80
11.00	23.80
29.00	30.50
28.00	25.35
66.00	46.57
7.00	10.26
6.00	0.00
16.00	22.99
6.00	0.00
33.00	38.68
26.00	12.09
43.00	64.99
34.00	42.09
47.00	44.69
2.00	18.69
13.00	13.19
81.00	62.98
74.00	49.07
29.00	37.53
7.00	21.73
54.00	39.58
12.00	30.38
4.00	15.98
8.00	33.39
138.00	28.61
44.00	37.07
76.00	81.00
48.00	48.16
40.00	30.16
5.00	19.82
46.00	22.01
6.00	22.92
26.00	40.40
10.00	22.47
49.00	52.26
47.00	48.97
32.00	36.60
7.00	21.41
138.00	87.36
138.00	83.45
10.00	8.61
138.00	83.30
48.00	34.65
29.00	46.26
29.00	51.57
94.00	17.23
48.00	25.88
26.00	57.99
33.00	8.90
50.00	45.23
2.00	30.88
5.00	14.38
25.00	37.63
26.00	34.54
26.00	22.25
94.00	64.85
48.00	39.15
14.00	31.78
33.00	40.85
10.00	0.00
29.00	31.53
28.00	15.93
4.00	0.00
3.00	41.43
28.00	27.89
8.00	0.00
138.00	56.35
29.00	36.69
30.00	41.89
8.00	9.35
6.00	4.23
11.00	31.11
21.00	32.86
2.00	38.23
14.00	28.78
32.00	21.16
1.00	23.08
6.00	12.60
26.00	51.77
13.00	55.30
7.00	17.09
138.00	84.35
36.00	23.57
138.00	96.96
138.00	99.01
43.00	35.40
17.00	19.04
48.00	53.90
2.00	7.62
40.00	32.86
27.00	37.03
14.00	17.46
8.00	0.00
64.00	41.81
4.00	1.78
15.00	8.81
78.00	34.56
54.00	27.36
11.00	0.00
30.00	42.71
42.00	18.18
24.00	20.35
2.00	0.00
40.00	39.29
29.00	25.43
1.00	6.64
27.00	20.11
31.00	66.56
7.00	18.34
54.00	32.47
27.00	21.77
2.00	19.77
2.00	25.27
67.00	43.81
11.00	15.14
39.00	57.30
18.00	28.43
37.00	33.25
4.00	31.76
11.00	18.38
36.00	23.98
64.00	52.63
138.00	106.94
2.00	24.51
35.00	48.48
26.00	19.81
29.00	35.07
6.00	0.00
39.00	16.02
29.00	31.68
36.00	31.07
138.00	53.62
12.00	12.33
4.00	0.00
9.00	4.96
15.00	29.72
138.00	40.70
41.00	49.85
86.00	52.76
10.00	4.71
35.00	47.38
4.00	9.02
14.00	4.22
32.00	43.55
7.00	0.68
138.00	75.39
7.00	1.94
138.00	55.36
15.00	16.26
53.00	64.16
30.00	54.13
29.00	25.70
37.00	7.12
138.00	44.04
43.00	58.41
8.00	19.16
30.00	47.39
11.00	19.82
138.00	61.84
48.00	42.93
7.00	8.81
2.00	15.51
15.00	27.74
41.00	23.57
47.00	39.53
6.00	0.31
26.00	23.02
138.00	36.18
138.00	65.28
64.00	47.68
74.00	32.06
6.00	20.90
1.00	0.00
15.00	31.00
138.00	84.71
29.00	28.58
5.00	0.00
26.00	20.89
57.00	62.97
138.00	78.62
1.00	39.76
92.00	49.61
138.00	48.00
47.00	20.71
30.00	40.87
41.00	73.57
90.00	61.56
15.00	9.87
46.00	44.02
138.00	69.12
41.00	48.62
40.00	34.53
16.00	38.41
81.00	30.15
75.00	49.87
139.00	56.15
2.00	26.20
68.00	50.17
26.00	25.42
43.00	30.07
88.00	66.87
16.00	33.92
14.00	5.91
38.00	31.04
39.00	32.08
138.00	88.38
26.00	28.24
105.00	84.71
35.00	38.06
7.00	20.62
11.00	13.77
7.00	15.58
9.00	1.47
15.00	39.79
29.00	27.57
39.00	41.97
36.00	9.89
12.00	11.13
14.00	24.12
38.00	40.19
29.00	30.02
33.00	33.43
26.00	29.71
31.00	10.78
25.00	11.85
7.00	34.00
25.00	38.15
10.00	12.22
11.00	13.18
38.00	37.64
7.00	11.83
55.00	36.86
105.00	89.25
69.00	15.99
7.00	21.68
138.00	85.83
45.00	30.19
43.00	19.20
30.00	57.14
4.00	0.00
138.00	80.32
88.00	69.65
1.00	33.14
138.00	81.87
1.00	25.66
4.00	6.93
138.00	42.90
138.00	65.45
4.00	35.42
26.00	25.32
3.00	9.00
3.00	0.00
49.00	30.99
7.00	3.57
1.00	18.15
98.00	60.38
30.00	22.14
30.00	61.72
48.00	34.94
49.00	40.35
6.00	0.00
15.00	14.28
25.00	27.51
2.00	0.00
7.00	20.68
6.00	8.70
34.00	54.80
40.00	45.01
10.00	27.41
42.00	32.86
91.00	81.88
52.00	40.91
137.00	45.12
47.00	55.72
28.00	23.23
16.00	24.04
1.00	3.85
44.00	38.93
49.00	51.47
31.00	62.86
25.00	43.25
4.00	0.00
10.00	53.78
37.00	62.87
16.00	18.80
98.00	45.82
69.00	63.32
39.00	46.80
6.00	26.49
125.00	52.05
7.00	41.23
137.00	85.46
36.00	29.23
41.00	44.86
48.00	84.81
42.00	64.05
1.00	27.75
25.00	15.45
95.00	73.21
9.00	10.83
7.00	29.87
24.00	33.43
1.00	0.00
56.00	53.55
10.00	8.85
137.00	108.69
5.00	0.00
10.00	4.13
111.00	51.84
23.00	38.50
45.00	57.39
